,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,PARKCODE
7613,1983,0,0,"2,399","10,479","18,446","20,425","26,689","20,134","11,032","7,136","5,710","1,715","124,165",CACL
7614,1982,0,0,0,"7,756","12,901","12,412","23,198","14,798","10,917","8,173","3,959","1,780","95,894",CACL
7615,1981,0,0,"3,222","11,683","16,351","12,850","16,837","22,593","14,078","7,467","6,120","2,123","113,324",CACL
7616,1980,0,0,"1,965","9,263","24,854","29,590","49,945","28,842","6,637","8,196","3,195","1,997","164,484",CACL
7617,1979,"1,509","1,178","8,253","10,234","15,763","33,413","60,216","18,973","39,033","20,647","6,390","1,387","216,996",CACL
7618,2023,351,352,351,657,"1,362","2,202","2,621","2,368","2,321","2,586","1,114",907,"17,192",ELRO
7619,2022,478,603,484,"1,464","1,458","2,036","2,683","2,449","1,566","3,857","1,210",788,"19,076",ELRO
7620,2021,"1,442",270,753,"1,128",944,"1,054",420,782,"1,419","2,198","1,048",956,"12,414",ELRO
7621,2020,822,"1,208",596,290,"1,337","1,042",798,668,714,988,614,498,"9,575",ELRO
7622,2019,88,570,"1,210","2,237","4,804","6,344","6,965","6,914","7,294","8,612","1,918",674,"47,630",ELRO
7623,2018,578,823,"1,270","2,568","5,537","6,342","8,347","7,688","7,840","9,968","2,276","1,412","54,649",ELRO
7624,2017,828,"1,214","1,251","4,296","5,608","8,663","10,522","10,310","9,199","11,980","1,970","1,780","67,621",ELRO
7625,2016,968,856,"1,629","2,946","6,061","8,163","9,134","9,496","8,980","12,172","1,975","1,100","63,480",ELRO
7626,2015,502,617,"1,140","2,563","6,684","7,492","10,122","9,479","9,797","11,850","2,507","2,038","64,791",ELRO
7627,2014,532,464,741,"2,214","3,230","7,040","8,877","10,958","8,885","13,282","2,660","1,573","60,456",ELRO
7628,2013,794,953,"1,173","2,501","5,203","6,806","5,788","7,103","7,097","3,541","1,674","1,053","43,686",ELRO
7629,2012,970,958,"1,590","3,728","5,079","7,149","7,869","8,410","6,626","9,494","1,489","1,687","55,049",ELRO
7630,2011,742,800,954,"2,835","5,668","5,467","7,454","7,140","6,454","8,622","2,257","1,681","50,074",ELRO
7631,2010,938,752,"1,510","3,150","3,763","6,209","7,369","8,284","7,608","9,915","2,111","1,458","53,067",ELRO
7632,2009,671,"1,127",872,"2,071","5,342","6,803","8,270","8,714","7,531","10,105","1,922",965,"54,393",ELRO
7633,2008,"1,014",636,"1,346","1,544","5,843","6,532","7,802","9,024","6,018","10,146","1,998","1,729","53,632",ELRO
7634,2007,"1,071","1,478","1,533","3,010","9,173","6,902","8,191","7,725","7,272","10,652","1,787","1,052","59,846",ELRO
7635,2006,0,0,0,0,72,277,484,0,440,"8,367","2,512","2,341","14,493",ELRO
7636,2005,799,"1,078",595,"3,650","5,361","7,572","7,286","8,630","6,620","9,911",737,451,"52,690",ELRO
7637,2004,771,"1,254","1,522","2,939","4,662","6,385","7,676","8,153","6,208","9,429","3,395","1,371","53,765",ELRO
7638,2003,878,587,"1,461","2,659","5,672","6,747","9,007","8,662","7,009","10,738","3,817","1,606","58,843",ELRO
7639,2002,"1,181","2,544","2,521","3,896","6,983","8,006","9,823","10,951","7,984","11,354","4,120","1,826","71,189",ELRO
7640,2001,653,860,"1,687","2,882","12,061","11,350","11,653","12,984","9,967","12,030","5,828","4,057","86,012",ELRO
7641,2000,838,818,"1,355","3,329","7,887","10,870","11,260","12,086","9,550","14,113","2,894","1,958","76,958",ELRO
7642,1999,785,598,"1,087","3,505","7,363","7,247","8,765","9,398","9,559","12,472","3,065","1,859","65,703",ELRO
7643,1998,"1,316","1,333","1,953","4,187","8,754","8,950","10,584","14,905","11,935","15,096","3,355","2,979","85,347",ELRO
7644,1997,97,139,"1,657","2,814","9,118","7,118","13,402","14,994","12,728","16,823","3,661","2,675","85,226",ELRO
7645,1996,300,319,"1,841","3,115","7,159","13,748","14,723","16,152","10,946","19,987","5,001",707,"93,998",ELRO
7646,1995,421,340,"1,361","4,224","8,591","10,685","13,952","13,836","14,102","14,216","2,514",637,"84,879",ELRO
7647,1994,261,218,518,"3,144","9,904","9,787","11,416","11,132","12,368","19,455","2,713","2,083","82,999",ELRO
7648,1993,650,252,"1,046","3,235","10,478","11,444","14,318","17,608","11,395","15,462","1,907","2,341","90,136",ELRO
7649,1992,372,638,"1,833","2,782","8,786","10,748","14,984","17,781","12,640","14,676","2,569","1,554","89,363",ELRO
7650,1991,368,441,"1,463","2,354","7,699","10,232","11,992","13,147","10,421","13,590","2,650","3,275","77,632",ELRO
7651,1990,441,368,"1,310","2,059","4,740","4,483","6,767","6,966","6,150","6,239","1,464","1,846","42,833",ELRO
7652,1989,319,341,"1,345","1,826","3,462","3,731","4,914","5,968","5,473","6,549","1,288","1,250","36,466",ELRO
7653,1988,529,296,"1,066","1,906","2,871","3,050","3,917","4,583","3,467","4,405",828,"2,240","29,158",ELRO
7654,1987,383,444,"2,476","2,096","2,665","3,492","3,743","4,249","3,537","2,866",797,"2,066","28,814",ELRO
7655,1986,137,245,"1,243","1,662","2,667","2,990","4,863","5,327","3,637","4,283",688,"2,571","30,313",ELRO
7656,1985,402,308,"1,341","2,332","2,855","3,276","4,730","4,736","3,636","4,645",991,"1,460","30,712",ELRO
7657,2023,"4,368","4,175","6,926","8,717","7,539","9,064","8,814","5,621","4,494","3,999","5,191","5,081","73,989",FEHA
7658,2022,0,0,0,0,"1,679","4,536","4,917","9,503","4,318","5,863","4,377","5,036","40,229",FEHA
7659,2021,106,118,271,533,971,"1,229",703,257,208,115,72,0,"4,583",FEHA
7660,2020,"6,849","5,066","1,907",0,0,0,0,0,0,0,0,0,"13,822",FEHA
7661,2019,"2,720","15,121","21,239","28,577","27,693","31,307","36,042","33,851","15,888","20,505","16,351","15,555","264,849",FEHA
7662,2018,"9,553","11,156","16,845","21,712","22,966","28,015","23,864","19,299","18,042","27,255","20,766","11,161","230,634",FEHA
7663,2017,"14,273","13,516","22,479","32,796","28,135","30,816","39,563","35,253","34,826","26,721","22,449","24,670","325,497",FEHA
7664,2016,"10,347","11,411","22,870","28,955","33,240","31,139","41,172","34,536","22,768","25,798","20,412","31,883","314,531",FEHA
7665,2015,"4,648","4,920","9,163","15,447","11,813","17,503","25,960","20,478","12,248","15,141","13,400","21,317","172,038",FEHA
7666,2014,"5,154","5,216","12,411","17,101","14,003","13,402","16,671","15,655","8,186","12,465","7,934","9,340","137,538",FEHA
7667,2013,"7,772","8,530","19,461","22,868","2,870","21,244","13,805","22,208","8,240","4,787","7,537","9,325","148,647",FEHA
7668,2012,"9,603","10,794","14,577","17,608","21,384","18,900","22,164","20,749","13,395","2,263","3,988","11,721","167,146",FEHA
7669,2011,"5,458","6,160","14,229","20,248","16,719","22,491","25,940","23,490","13,746","10,140","13,051","15,437","187,109",FEHA
7670,2010,"6,555","7,776","13,673","14,867","13,828","20,019","32,854","24,604","12,260","12,458","9,505","10,350","178,749",FEHA
7671,2009,"8,700","10,413","15,880","21,200","15,500","20,636","19,050","25,892","18,580","17,647","15,850","15,532","204,880",FEHA
7672,2008,"7,678","8,868","18,514","16,781","13,175","15,400","27,301","21,837","19,690","24,935","16,455","21,930","212,564",FEHA
7673,2007,"3,200","2,642","5,805","8,268","6,636","7,966","17,037","17,991","11,825","21,155","11,536","13,371","127,432",FEHA
7674,2006,0,0,0,0,0,0,0,0,600,"4,000","4,000","4,200","12,800",FEHA
7675,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,FEHA
7676,2004,"3,245","4,747","10,037","12,124","17,713","22,156","19,732","28,187","14,081","18,795","5,890",0,"156,707",FEHA
7677,2003,"5,725","3,553","8,110","13,530","14,110","14,483","17,648","14,053","9,194","8,184","4,704","6,858","120,152",FEHA
7678,2002,"4,568","4,722","8,904","12,277","14,164","17,990","23,238","30,648","17,881","16,219","12,454","14,081","177,146",FEHA
7679,2001,"8,929","11,344","16,740","26,558","26,728","33,235","32,142","29,315","6,431","1,450","4,273","6,671","203,816",FEHA
7680,2000,"8,543","8,251","16,073","22,336","24,910","31,397","24,765","29,711","20,391","22,030","18,009","15,481","241,897",FEHA
7681,1999,"7,608","7,640","16,101","23,316","11,005","15,492","26,998","28,876","20,007","22,514","16,920","15,005","211,482",FEHA
7682,1998,"6,101","8,379","17,379","24,019","24,526","32,999","32,539","27,938","23,035","20,803","15,899","18,358","251,975",FEHA
7683,1997,"9,428","7,968","12,159","20,636","23,500","21,170","23,211","22,904","19,983","18,106","10,493","15,929","205,487",FEHA
7684,1996,"3,922","7,057","13,404","25,857","27,453","31,219","35,177","39,056","29,204","21,938","12,387","13,258","259,932",FEHA
7685,1995,"5,826","5,276","14,134","18,977","19,082","23,224","24,785","26,872","24,045","23,084","8,257","5,351","198,913",FEHA
7686,1994,"2,951","15,328","8,690","11,708","16,631","16,744","17,387","23,099","15,931","17,211","12,350","11,390","169,420",FEHA
7687,1993,"7,126","5,321","10,155","10,972","11,966","12,669","15,235","16,258","11,738","10,544","7,574","8,142","127,700",FEHA
7688,1992,"6,342","6,751","10,251","20,091","16,341","11,595","12,028","11,345","10,288","8,674","8,508","9,136","131,350",FEHA
7689,1991,"5,726","7,692","10,922","15,609","20,163","21,995","22,646","23,120","16,831","16,932","9,660","7,884","179,180",FEHA
7690,1990,"26,710","21,980","34,005","36,225","38,270","40,210","24,331","20,010","19,523","10,586","10,913","6,619","289,382",FEHA
7691,1989,"19,523","19,180",0,"1,907","31,648","33,252","43,001","27,345","23,803","20,005","24,300","29,820","273,784",FEHA
7692,1988,"20,966","20,245","24,639","25,719","25,869","33,020","51,875","29,757","29,728","24,364","24,389","23,102","333,673",FEHA
7693,1987,"20,282","17,898","23,700","25,638","25,587","31,345","61,893","27,952","41,911","22,943","22,765","22,938","344,852",FEHA
7694,1986,"20,955","22,148","24,039","23,267","22,945","28,013","212,781","25,619","23,625","20,734","20,898","21,370","466,394",FEHA
7695,1985,"21,987","24,865","23,105","20,331","19,634","18,796","24,068","18,625","18,393","18,247","19,627","17,470","245,148",FEHA
7696,1984,"6,980","8,404","10,188","12,085","13,475","14,480","16,700","16,900","13,530","14,560","16,225","13,690","157,217",FEHA
7697,1983,"7,300","8,093","8,748","11,650","12,250","9,908","10,065","11,415","8,795","10,660","8,353","8,121","115,358",FEHA
7698,1982,"6,400","9,050","11,280","9,990","11,622","10,275","11,300","9,050","9,290","8,300","7,430","8,400","112,387",FEHA
7699,1981,"8,065","7,300","10,430","7,945","9,330","8,730","10,450","8,629","6,735","8,792","8,200","8,725","103,331",FEHA
7700,1980,"3,940","4,300","4,040","3,608","6,922","8,340","15,045","10,790","6,698","12,102","10,258","9,300","95,343",FEHA
7701,1979,"4,223","3,151","5,873","6,947","8,054","8,693","16,521","11,866","5,334","5,688","4,210","3,120","83,680",FEHA
7702,2023,"4,934","5,767","7,047","14,619","20,728","45,171","69,757","58,807","30,836","18,807","9,307","5,167","290,947",FIIS
7703,2022,"3,526","9,205","8,290","14,911","29,357","61,304","98,336","70,523","46,556","29,347","15,689","6,705","393,749",FIIS
7704,2021,"1,692",880,"1,705","1,926","8,109","26,709","53,877","49,172","35,065","22,018","16,273","7,498","224,924",FIIS
7705,2020,"10,383","11,717","10,536","4,375","11,324","22,569","47,154","49,334","32,206","21,254","11,745","17,852","250,449",FIIS
7706,2019,"4,163","8,406","10,772","13,027","28,430","46,572","80,760","99,007","47,798","25,520","15,552","11,304","391,311",FIIS
7707,2018,"6,224","11,857","14,299","15,035","19,692","32,923","66,718","59,051","35,774","23,218","14,477","6,442","305,710",FIIS
7708,2017,"10,120","13,670","8,064","23,223","22,124","40,723","74,145","143,139","46,028","31,753","21,484","21,919","456,392",FIIS
7709,2016,"10,696","10,817","14,452","18,128","26,475","42,185","79,496","75,198","55,013","26,926","44,783","27,134","431,303",FIIS
7710,2015,"8,241","3,111","11,334","18,779","34,295","25,741","74,244","132,288","77,251","22,745","22,385","11,485","441,899",FIIS
7711,2014,"5,424","7,926","9,827","19,948","27,243","55,448","57,570","101,046","29,198","24,287","30,156","16,270","384,343",FIIS
7712,2013,"3,577","1,386","4,145","7,968","15,071","38,828","58,082","77,088","40,017","10,139","22,946","14,972","294,219",FIIS
7713,2012,"11,613","10,816","10,677","19,102","30,522","59,912","105,486","146,189","68,108","18,504","1,245","1,160","483,334",FIIS
7714,2011,"8,496","5,899","8,216","9,172","27,390","53,729","197,652","103,195","46,531","31,835","16,392","10,666","519,173",FIIS
7715,2010,"6,896","6,237","5,793","24,828","24,504","50,179","150,553","154,329","128,168","35,706","18,545","7,319","613,057",FIIS
7716,2009,"6,355","12,549","11,287","22,015","22,884","64,471","147,324","123,054","107,373","28,348","16,263","7,744","569,667",FIIS
7717,2008,"8,192","7,125","13,370","17,831","50,656","98,062","113,823","164,610","71,493","29,743","17,556","12,116","604,577",FIIS
7718,2007,"5,122","1,599","6,546","9,166","38,953","70,180","168,810","165,506","96,113","28,851","14,155","11,232","616,233",FIIS
7719,2006,"5,096","4,806","9,042","15,751","44,758","59,675","199,212","180,863","62,346","32,869","13,374","8,238","636,030",FIIS
7720,2005,"13,762","24,326","19,503","16,465","55,610","81,094","129,069","187,571","108,206","19,394","8,775","6,681","670,456",FIIS
7721,2004,"11,965","18,117","17,123","27,034","46,187","89,896","183,130","208,748","105,056","67,506","32,766","11,633","819,161",FIIS
7722,2003,"6,269","3,864","21,099","29,484","31,260","71,300","167,431","162,204","51,135","36,844","32,895","16,073","629,858",FIIS
7723,2002,"6,402","22,554","21,359","28,475","37,128","128,034","167,348","202,353","70,080","35,194","32,260","12,805","763,992",FIIS
7724,2001,"7,936","5,294","22,379","14,379","39,547","99,265","167,423","119,044","90,913","45,532","29,016","20,964","661,692",FIIS
7725,2000,"11,474","9,080","12,964","11,930","36,248","102,329","157,276","146,815","31,585","45,563","28,464","6,605","600,333",FIIS
7726,1999,"6,266","6,509","7,983","14,776","43,590","78,506","173,772","115,163","54,066","37,979","12,281","8,873","559,764",FIIS
7727,1998,"7,067","8,695","10,554","21,867","29,095","49,059","157,434","142,660","69,363","34,033","21,904","6,748","558,479",FIIS
7728,1997,"1,792","4,914","3,912","7,892","18,533","99,600","144,013","170,186","46,494","27,817","5,098","4,637","534,888",FIIS
7729,1996,"1,158","1,189","2,302","4,605","18,528","57,949","104,182","141,425","31,396","13,992","6,251","2,729","385,706",FIIS
7730,1995,"6,453","5,066","6,781","8,917","19,987","38,047","113,996","83,971","38,227","21,558","4,570","1,215","348,788",FIIS
7731,1994,"1,877","1,619","3,696","6,303","46,929","97,390","213,979","191,935","76,425","31,760","9,120","7,941","688,974",FIIS
7732,1993,"1,774",681,"1,481","4,327","44,538","90,076","208,143","190,598","70,644","19,562","6,362","1,555","639,741",FIIS
7733,1992,"6,442","5,052","9,289","4,530","42,623","78,515","188,115","203,077","83,419","23,291","11,157","2,486","657,996",FIIS
7734,1991,"2,832","4,226","7,091","15,288","63,149","111,428","168,007","272,581","85,998","17,547","10,212","4,822","763,181",FIIS
7735,1990,"4,508","5,072","8,334","15,295","51,175","79,887","192,035","209,392","84,234","19,275","10,620","4,135","683,962",FIIS
7736,1989,"2,197","2,198","2,874","8,429","43,336","73,320","175,135","171,584","79,998","22,500","6,195","1,708","589,474",FIIS
7737,1988,"1,229","1,530","3,345","4,280","48,461","85,687","149,064","145,424","61,252","22,443","10,414","4,153","537,282",FIIS
7738,1987,"1,916","5,660","7,499","7,671","47,671","80,329","159,482","163,955","60,551","26,187","8,367","1,219","570,507",FIIS
7739,1986,"3,527","2,798","5,854","5,258","40,995","85,337","142,406","151,379","54,637","17,862","9,943","2,676","522,672",FIIS
7740,1985,"2,114","3,224","5,183","7,839","45,250","78,193","165,946","159,124","55,909","17,367","9,508","2,885","552,542",FIIS
7741,1984,"3,240","2,793","3,202","8,113","37,142","81,149","146,770","146,674","68,129","16,147","8,333","3,065","524,757",FIIS
7742,1983,"3,663","3,739","6,256","6,634","35,662","76,513","154,225","141,190","71,917","19,291","8,655","3,438","531,183",FIIS
7743,1982,675,"2,815","3,622","6,288","36,550","65,133","172,670","151,500","61,702","23,068","10,763","4,364","539,150",FIIS
7744,1981,"2,892","2,496","3,470","5,243","48,592","72,479","147,875","146,648","56,608","17,477","6,388","3,253","513,421",FIIS
7745,1980,"2,174","1,973","3,123","3,764","39,841","101,602","152,864","161,181","60,184","33,957","23,123","20,615","604,401",FIIS
7746,1979,"1,824","1,599","4,036","5,274","37,582","62,503","151,835","132,621","51,500","9,318","4,962","2,214","465,268",FIIS
7747,2023,"1,550","1,800","2,525","4,534","9,437","12,222","14,436","12,323","9,601","6,967","5,334","2,672","83,401",FOST
7748,2022,887,"1,368","2,737","3,481","5,877","8,106","21,191","9,989","7,087","6,982","2,218","1,793","71,716",FOST
7749,2021,930,"1,120","1,240","1,445","4,650","6,158","9,957","8,819","6,342","2,610","1,360","1,053","45,684",FOST
7750,2020,"1,560","1,879","1,087",900,"1,240","1,800","2,896","4,319","4,178","2,259","1,357",659,"24,134",FOST
7751,2019,"1,879","1,262","2,106","5,425","7,967","11,884","34,923","10,613","10,610","6,425","2,760","1,558","97,412",FOST
7752,2018,915,"1,660","2,004","4,269","6,130","10,075","35,029","11,386","8,478","5,138","3,499","1,924","90,507",FOST
